runid,recall,precision,f-score
txt.562_ROUGE-2,0.00254,0.00291,0.00271
txt.563_ROUGE-2,0.01018,0.01282,0.01135
txt.564_ROUGE-2,0.01018,0.01087,0.01051
txt.565_ROUGE-2,0.01272,0.0125,0.01261
txt.566_ROUGE-2,0.00509,0.00556,0.00531
txt.567_ROUGE-2,0.01272,0.01524,0.01387
txt.568_ROUGE-2,0.01272,0.01302,0.01287
txt.569_ROUGE-2,0.01018,0.01042,0.0103
txt.56_ROUGE-2,0.04279,0.05355,0.0471
txt.570_ROUGE-2,0.01527,0.01515,0.01521
txt.571_ROUGE-2,0.0229,0.02473,0.02378
txt.572_ROUGE-2,0.01527,0.01852,0.01674
txt.573_ROUGE-2,0.01527,0.01579,0.01553
txt.574_ROUGE-2,0.0229,0.02586,0.02429
txt.575_ROUGE-2,0.01272,0.01316,0.01294
txt.576_ROUGE-2,0.02036,0.02299,0.0216
txt.577_ROUGE-2,0.02036,0.0198,0.02008
txt.578_ROUGE-2,0.01527,0.01515,0.01521
txt.579_ROUGE-2,0.0229,0.02473,0.02378
txt.57_ROUGE-2,0.04379,0.05554,0.0487
txt.580_ROUGE-2,0.01018,0.01,0.01009
txt.581_ROUGE-2,0.00254,0.00278,0.00265
txt.582_ROUGE-2,0.01018,0.0122,0.0111
txt.583_ROUGE-2,0.01018,0.01042,0.0103
txt.584_ROUGE-2,0.00763,0.00781,0.00772
txt.585_ROUGE-2,0.01018,0.01,0.01009
txt.586_ROUGE-2,0.05852,0.0575,0.05801
txt.587_ROUGE-2,0.05598,0.055,0.05549
txt.588_ROUGE-2,0.05598,0.05729,0.05663
txt.589_ROUGE-2,0.05852,0.0575,0.05801
txt.58_ROUGE-2,0.04522,0.05635,0.04985
txt.590_ROUGE-2,0.05598,0.055,0.05549
txt.591_ROUGE-2,0.05089,0.05263,0.05175
txt.592_ROUGE-2,0.05344,0.05198,0.0527
txt.593_ROUGE-2,0.05089,0.05495,0.05284
txt.594_ROUGE-2,0.05089,0.0495,0.05019
txt.595_ROUGE-2,0.04835,0.0522,0.0502
txt.596_ROUGE-2,0.05089,0.05155,0.05122
txt.597_ROUGE-2,0.05089,0.05263,0.05175
txt.598_ROUGE-2,0.05344,0.05198,0.0527
txt.599_ROUGE-2,0.05089,0.0495,0.05019
txt.59_ROUGE-2,0.04428,0.05586,0.04894
txt.5_ROUGE-2,0.03166,0.05719,0.04026
txt.600_ROUGE-2,0.05852,0.0575,0.05801
txt.601_ROUGE-2,0.05598,0.055,0.05549
txt.602_ROUGE-2,0.05089,0.05263,0.05175
txt.603_ROUGE-2,0,0,0
txt.604_ROUGE-2,0.05089,0.0495,0.05019
txt.605_ROUGE-2,0.05344,0.05357,0.0535
txt.606_ROUGE-2,0.05089,0.05102,0.05095
txt.607_ROUGE-2,0.0458,0.04839,0.04706
txt.608_ROUGE-2,0.05344,0.05303,0.05323
txt.609_ROUGE-2,0.05089,0.05051,0.0507
txt.60_ROUGE-2,0.0448,0.05675,0.04964
txt.610_ROUGE-2,0.02799,0.02865,0.02832
txt.611_ROUGE-2,0.02799,0.02989,0.02891
txt.612_ROUGE-2,0.02545,0.02717,0.02628
txt.613_ROUGE-2,0.02799,0.02806,0.02802
txt.614_ROUGE-2,0.02799,0.02865,0.02832
txt.615_ROUGE-2,0.01781,0.01804,0.01792
txt.616_ROUGE-2,0.01527,0.01724,0.0162
txt.617_ROUGE-2,0.01781,0.01882,0.0183
txt.618_ROUGE-2,0.01527,0.01613,0.01569
txt.619_ROUGE-2,0.01781,0.01804,0.01792
txt.61_ROUGE-2,0.04125,0.05189,0.04554
txt.620_ROUGE-2,0.02545,0.02604,0.02574
txt.621_ROUGE-2,0.01527,0.01546,0.01536
txt.622_ROUGE-2,0.01781,0.01862,0.01821
txt.623_ROUGE-2,0.02545,0.025,0.02522
txt.624_ROUGE-2,0.0229,0.0225,0.0227
txt.625_ROUGE-2,0.01272,0.01316,0.01294
txt.62_ROUGE-2,0.04618,0.05728,0.0507
txt.63_ROUGE-2,0.04263,0.05412,0.04733
txt.64_ROUGE-2,0.04706,0.05662,0.051
txt.65_ROUGE-2,0.04395,0.05562,0.04856
txt.66_ROUGE-2,0.04241,0.05465,0.04728
txt.67_ROUGE-2,0.04209,0.05335,0.04673
txt.68_ROUGE-2,0.04544,0.05617,0.04979
txt.69_ROUGE-2,0.04701,0.05656,0.05094
txt.6_ROUGE-2,0.03181,0.05752,0.0403
txt.70_ROUGE-2,0.0402,0.05263,0.04514
txt.71_ROUGE-2,0.03756,0.04804,0.04176
txt.72_ROUGE-2,0.03598,0.04574,0.03997
txt.73_ROUGE-2,0.03894,0.04953,0.04333
txt.74_ROUGE-2,0.03578,0.04709,0.04023
txt.75_ROUGE-2,0.03718,0.0473,0.04137
txt.76_ROUGE-2,0.03918,0.04982,0.04363
txt.77_ROUGE-2,0.03576,0.04675,0.04015
txt.78_ROUGE-2,0.0412,0.05061,0.04513
txt.79_ROUGE-2,0.03661,0.04727,0.04097
txt.7_ROUGE-2,0.03678,0.06208,0.0457
txt.80_ROUGE-2,0.0365,0.04665,0.04065
txt.81_ROUGE-2,0.0361,0.04896,0.0412
txt.82_ROUGE-2,0.03973,0.05148,0.04452
txt.83_ROUGE-2,0.03717,0.04754,0.04133
txt.84_ROUGE-2,0.04082,0.05263,0.04555
txt.85_ROUGE-2,0.04075,0.05174,0.04519
txt.86_ROUGE-2,0.04355,0.05544,0.04834
txt.87_ROUGE-2,0.03958,0.05187,0.04448
txt.88_ROUGE-2,0.0432,0.05421,0.04777
txt.89_ROUGE-2,0.04104,0.05078,0.04499
txt.8_ROUGE-2,0.03248,0.05821,0.04118
txt.90_ROUGE-2,0.03592,0.04785,0.04067
txt.91_ROUGE-2,0.03658,0.04803,0.04114
txt.92_ROUGE-2,0.03776,0.04892,0.04226
txt.93_ROUGE-2,0.03412,0.04746,0.03935
txt.94_ROUGE-2,0.04028,0.04947,0.04402
txt.95_ROUGE-2,0.04249,0.05436,0.04732
txt.96_ROUGE-2,0.03811,0.04829,0.04231
txt.97_ROUGE-2,0.03906,0.04927,0.04322
txt.98_ROUGE-2,0.04305,0.05422,0.04758
txt.99_ROUGE-2,0.03208,0.04245,0.03608
txt.9_ROUGE-2,0.03358,0.06023,0.04246
