runid,recall,precision,f-score
txt.552_ROUGE-1,0.27708,0.28646,0
txt.553_ROUGE-1,0.25693,0.28977,0.27236
txt.554_ROUGE-1,0.27708,0.26961,0.27329
txt.555_ROUGE-1,0.23174,0.25275,0.24179
txt.556_ROUGE-1,0.23174,0.27711,0.2524
txt.557_ROUGE-1,0.20655,0.28082,0.23803
txt.558_ROUGE-1,0.24937,0.25515,0.25223
txt.559_ROUGE-1,0.22418,0.25575,0.23893
txt.55_ROUGE-1,0.24566,0.3094,0.27169
txt.560_ROUGE-1,0.22418,0.28165,0.24965
txt.561_ROUGE-1,0.24937,0.25515,0.25223
txt.562_ROUGE-1,0.23174,0.26437,0.24698
txt.563_ROUGE-1,0.22418,0.28165,0.24965
txt.564_ROUGE-1,0.24181,0.25806,0.24967
txt.565_ROUGE-1,0.25693,0.25248,0.25469
txt.566_ROUGE-1,0.23929,0.26099,0.24967
txt.567_ROUGE-1,0.22922,0.2741,0.24966
txt.568_ROUGE-1,0.25189,0.25773,0.25478
txt.569_ROUGE-1,0.25189,0.25773,0.25478
txt.56_ROUGE-1,0.24837,0.3128,0.27427
txt.570_ROUGE-1,0.25693,0.255,0.25596
txt.571_ROUGE-1,0.25945,0.27989,0.26928
txt.572_ROUGE-1,0.23174,0.28049,0.2538
txt.573_ROUGE-1,0.24685,0.25521,0.25096
txt.574_ROUGE-1,0.23929,0.26989,0.25367
txt.575_ROUGE-1,0.25945,0.26823,0.26377
txt.576_ROUGE-1,0.25189,0.28409,0.26702
txt.577_ROUGE-1,0.25945,0.25245,0.2559
txt.578_ROUGE-1,0.26196,0.26,0.26098
txt.579_ROUGE-1,0.25693,0.27717,0.26667
txt.57_ROUGE-1,0.24908,0.3184,0.2778
txt.580_ROUGE-1,0.24433,0.2401,0.2422
txt.581_ROUGE-1,0.21914,0.23901,0.22864
txt.582_ROUGE-1,0.21411,0.25602,0.2332
txt.583_ROUGE-1,0.23174,0,0
txt.584_ROUGE-1,0.23929,0.24485,0.24204
txt.585_ROUGE-1,0.24685,0.24257,0.24469
txt.586_ROUGE-1,0.3199,0.31436,0.31711
txt.587_ROUGE-1,0.32242,0.31683,0.3196
txt.588_ROUGE-1,0.31234,0.31959,0.31592
txt.589_ROUGE-1,0.32494,0.31931,0.3221
txt.58_ROUGE-1,0.25806,0.32076,0.28426
txt.590_ROUGE-1,0.32997,0.32426,0.32709
txt.591_ROUGE-1,0.30227,0.3125,0.3073
txt.592_ROUGE-1,0.30982,0.30147,0.30559
txt.593_ROUGE-1,0.29471,0.31793,0.30588
txt.594_ROUGE-1,0.30479,0.29657,0.30062
txt.595_ROUGE-1,0.29723,0.32065,0.3085
txt.596_ROUGE-1,0.29723,0.30102,0.29911
txt.597_ROUGE-1,0.30982,0.32031,0.31498
txt.598_ROUGE-1,0.31234,0.30392,0.30807
txt.599_ROUGE-1,0.3073,0.29902,0.3031
txt.59_ROUGE-1,0.25016,0.31908,0.27789
txt.5_ROUGE-1,0.18486,0.33419,0.23484
txt.600_ROUGE-1,0.3073,0.30198,0.30462
txt.601_ROUGE-1,0.31234,0.30693,0.30961
txt.602_ROUGE-1,0.28463,0.29427,0.28937
txt.603_ROUGE-1,0.29471,0.28676,0.29068
txt.604_ROUGE-1,0.29723,0.28922,0.29317
txt.605_ROUGE-1,0.31486,0.31566,0.31526
txt.606_ROUGE-1,0.32242,0.32323,0.32282
txt.607_ROUGE-1,0.29723,0.31383,0.3053
txt.608_ROUGE-1,0.30227,0.3,0.30113
txt.609_ROUGE-1,0.29975,0.2975,0.29862
txt.60_ROUGE-1,0.25254,0.31825,0.27939
txt.610_ROUGE-1,0.28967,0.29639,0.29299
txt.611_ROUGE-1,0.2796,0.29839,0.28869
txt.612_ROUGE-1,0.28463,0.30376,0.29388
txt.613_ROUGE-1,0.2796,0.2803,0.27995
txt.614_ROUGE-1,0.29471,0.30155,0.29809
txt.615_ROUGE-1,0.267,0.27041,0.26869
txt.616_ROUGE-1,0.24685,0.27841,0.26168
txt.617_ROUGE-1,0.25945,0.27394,0.2665
txt.618_ROUGE-1,0.25693,0.27128,0.26391
txt.619_ROUGE-1,0.267,0.27041,0.26869
txt.61_ROUGE-1,0.24874,0.31812,0.2767
txt.620_ROUGE-1,0.26952,0.27577,0.27261
txt.621_ROUGE-1,0.24937,0.25255,0.25095
txt.622_ROUGE-1,0.2796,0,0
txt.623_ROUGE-1,0.2796,0.27475,0.27715
txt.624_ROUGE-1,0.2796,0.27475,0.27715
txt.625_ROUGE-1,0.25189,0.26042,0.25608
txt.62_ROUGE-1,0.25447,0.32119,0.28178
txt.63_ROUGE-1,0.25025,0.32358,0.28011
txt.64_ROUGE-1,0.26426,0.32405,0.28889
txt.65_ROUGE-1,0.25265,0.3237,0.28073
txt.66_ROUGE-1,0.24977,0.32175,0.27892
txt.67_ROUGE-1,0.24993,0.31779,0.27781
txt.68_ROUGE-1,0.25947,0.32634,0.28679
txt.69_ROUGE-1,0.26583,0.32305,0.28945
txt.6_ROUGE-1,0.18566,0.34664,0.238
txt.70_ROUGE-1,0.24036,0.31837,0.27142
txt.71_ROUGE-1,0.24377,0.30844,0.26988
txt.72_ROUGE-1,0.24101,0.30538,0.26714
txt.73_ROUGE-1,0.24665,0.31204,0.27386
txt.74_ROUGE-1,0.23682,0.30846,0.26531
txt.75_ROUGE-1,0.24154,0.30969,0.26936
txt.76_ROUGE-1,0.2495,0.31453,0.27661
txt.77_ROUGE-1,0.23984,0.30986,0.2677
txt.78_ROUGE-1,0.25594,0.31705,0.28141
txt.79_ROUGE-1,0.24269,0.3143,0.27159
txt.7_ROUGE-1,0.20726,0.35514,0.25913
txt.80_ROUGE-1,0.23923,0.30758,0.26719
txt.81_ROUGE-1,0.23348,0.31139,0.26461
txt.82_ROUGE-1,0.24281,0.31559,0.27214
txt.83_ROUGE-1,0.23735,0.31021,0.26632
txt.84_ROUGE-1,0.24021,0.31747,0.27098
txt.85_ROUGE-1,0.23952,0.3131,0.26904
txt.86_ROUGE-1,0.24583,0.3201,0.27577
txt.87_ROUGE-1,0.23271,0.30729,0.26222
txt.88_ROUGE-1,0.24936,0.31818,0.27755
txt.89_ROUGE-1,0.24145,0.31015,0.26908
txt.8_ROUGE-1,0.19097,0.34281,0.24154
txt.90_ROUGE-1,0.2346,0.31128,0.26548
txt.91_ROUGE-1,0.23588,0.31578,0.26717
txt.92_ROUGE-1,0.23701,0.31584,0.26805
txt.93_ROUGE-1,0.22848,0.3149,0.26189
txt.94_ROUGE-1,0.25108,0.31222,0.27608
txt.95_ROUGE-1,0.24198,0.31699,0.27221
txt.96_ROUGE-1,0.23599,0.30951,0.26568
txt.97_ROUGE-1,0.24527,0.31509,0.27326
txt.98_ROUGE-1,0.24862,0.3244,0.2785
txt.99_ROUGE-1,0.22883,0.30403,0.25842
txt.9_ROUGE-1,0.18602,0.3428,0.23759
